"id","age","learn_freq","totalmin","nbr_freq","nbr_id","mode"
150305,12,1,276,1,150351,"Horizontal Extrafamilial"
150305,12,0,276,1,150322,"Oblique Extrafamilial"
150305,12,0,276,1,150352,"Oblique Extrafamilial"
150306,12,0,276,1,240,"Oblique Extrafamilial"
150306,12,1,276,1,150308,"Horizontal Extrafamilial"
150306,12,0,276,1,150352,"Oblique Extrafamilial"
150306,12,0,276,1,150338,"Oblique Extrafamilial"
150307,9,0,279,4,150320,"Remote Generation"
150307,9,2,279,2,150350,"Oblique Extrafamilial"
150307,9,0,279,3,150323,"Vertical"
150307,9,0,279,1,150321,"Remote Generation"
150307,9,0,279,1,150342,"Oblique Extrafamilial"
150308,16,0,278,2,150347,"Oblique Extrafamilial"
150309,11,0,191,1,150351,"Horizontal Extrafamilial"
150309,11,0,191,2,150338,"Oblique Extrafamilial"
150309,11,0,191,1,150327,"Horizontal Intrafamilial"
150309,11,0,191,1,150344,"Oblique Extrafamilial"
150310,11,0,92,2,150350,"Oblique Extrafamilial"
150310,11,0,92,1,150342,"Oblique Extrafamilial"
150310,11,0,92,1,150343,"Horizontal Extrafamilial"
160101,11,0,186,1,231,"Horizontal Extrafamilial"
160101,11,0,186,1,160121,"Vertical"
160102,6,0,276,2,131,"Horizontal Extrafamilial"
160102,6,0,276,3,240,"Oblique Extrafamilial"
